Day,Month,Hour,League_Rank_1,League_Rank_2,Total_teams,Games_played_1,Games_played_2,Points_1,Points_2,Max_points,Min_points,Won_1,Draw_1,Lost_1,Won_2,Draw_2,Lost_2,Goals_Scored_1,Goals_Scored_2,Goals_Rec_1,Goal_Rec_2,Win_Perc_1,Win_Perc_2,Draw_Perc_1,Draw_Perc_2,Avrage_FT_Goal,Average_HT_Goal,Weekday_Fri,Weekday_Mon,Weekday_Sat,Weekday_Sun,Weekday_Thu,Weekday_Tue,Weekday_Wed,Result
19,9,18,5,6,20,3,3,6,6,12,-1,2,0,1,2,0,1,8,7,1,2,55,41,14,14,3.33,1.5,0,0,0,0,0,0,1,Draw
26,9,20,13,14,20,6,6,6,6,18,-1,1,3,2,1,3,2,9,5,8,7,27,55,64,9,2.16,0.5,0,0,0,0,0,0,1,Draw
23,9,14,20,13,20,4,4,-1,5,12,-1,0,2,2,1,2,1,5,4,11,4,37,15,15,15,2.16,1.16,0,0,0,1,0,0,0,Away
26,9,20,8,20,20,5,6,9,-1,18,-1,3,0,2,0,2,4,9,5,10,15,34,42,17,17,1.5,0.33,0,0,0,0,0,0,1,Home
26,9,20,15,9,20,6,6,6,8,18,-1,1,3,2,2,2,2,4,9,7,3,27,37,37,18,2.83,1.5,0,0,0,0,0,0,1,Draw
16,9,14,16,18,20,2,3,3,1,9,-2,1,0,1,0,1,2,5,0,6,4,47,8,16,24,1.5,0.16,0,0,0,1,0,0,0,Home
30,9,13,20,15,20,6,6,-1,6,21,-1,0,2,4,1,3,2,5,5,15,7,18,55,9,18,2.16,1.0,0,0,0,1,0,0,0,Away
30,9,10,18,10,20,6,6,4,8,21,-1,1,1,4,2,2,2,2,7,7,6,20,20,0,30,2.16,1.0,0,0,0,1,0,0,0,Home
22,9,14,16,12,20,4,4,4,5,12,-1,1,1,2,1,2,1,4,4,5,5,44,66,22,0,1.5,0.83,0,0,1,0,0,0,0,Home
16,9,14,12,11,20,3,3,4,4,9,-2,1,1,1,1,1,1,3,3,3,3,39,16,24,16,3.66,1.16,0,0,0,1,0,0,0,Draw
30,9,19,3,19,19,5,6,10,1,13,1,3,1,1,3,0,3,12,11,8,11,110,37,0,0,2.16,1.0,0,0,0,1,0,0,0,Away
2,9,19,7,11,20,2,1,4,3,9,0,1,1,0,1,0,0,3,2,2,1,30,30,42,30,1.33,0.33,0,0,0,1,0,0,0,Home
28,9,20,9,8,19,5,5,6,6,13,-2,2,0,3,1,3,1,7,7,8,7,55,0,55,0,2.5,1.33,1,0,0,0,0,0,0,Draw
2,9,20,4,15,19,2,2,4,1,6,-5,1,1,0,0,1,1,2,1,1,2,33,39,33,39,2.0,0.66,0,0,0,1,0,0,0,Home
17,9,20,17,11,19,1,2,0,3,9,-5,0,0,1,1,0,1,1,4,2,4,110,110,0,0,1.5,0.66,0,1,0,0,0,0,0,Away
29,9,14,11,15,19,5,5,6,4,13,-2,2,0,3,1,1,3,5,5,7,10,13,19,46,46,1.5,0.5,0,0,1,0,0,0,0,Home
27,9,19,5,1,20,3,3,4,7,7,0,1,1,1,2,1,0,6,11,5,3,33,55,55,22,4.0,1.83,0,0,0,0,1,0,0,Draw
15,9,14,14,5,19,2,2,1,4,6,-5,0,1,1,1,1,0,3,3,4,2,19,26,46,46,3.33,1.83,0,0,1,0,0,0,0,Draw
1,9,17,16,12,19,1,1,0,1,4,-5,0,0,1,0,1,0,0,1,1,1,27,22,14,17,2.0,0.83,0,0,1,0,0,0,0,Home
1,9,17,17,2,19,1,1,0,3,4,-5,0,0,1,1,0,0,2,3,4,0,26,33,33,52,2.33,1.66,0,0,1,0,0,0,0,Away
